Programme_ID,Commodity,Revision_Number,Previous_Forecast_Spend,Forecast_Change,Forecast_Change_Direction,Forecast_Stability_Score,Relative Change
P002,Services,2,2215628.27,-566860.63,DOWN,0.3438,-0.255846451
P002,Services,3,1648767.64,-224646.36,DOWN,0.1577,-0.136251073
P002,Services,4,1424121.28,-99296.11,DOWN,0.075,-0.069724476
P002,Services,5,1324825.17,-39817.39,DOWN,0.031,-0.030054826
P002,Services,6,1285007.78,-47707.85,DOWN,0.0386,-0.037126507
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,2981910.08,-709025.48,DOWN,0.3119,-0.237775607
P002,Electronics,3,2272884.6,-320331.76,DOWN,0.1641,-0.140936218
P002,Electronics,4,1952552.84,-102647.55,DOWN,0.0555,-0.052570946
P002,Electronics,5,1849905.29,-69321.92,DOWN,0.0389,-0.037473227
P002,Electronics,6,1780583.37,-54309.1,DOWN,0.0315,-0.030500734
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,2114204.29,-471690,DOWN,0.2872,-0.223105214
P002,Mechanical,3,1642514.29,-178886.36,DOWN,0.1222,-0.108910078
P002,Mechanical,4,1463627.93,-83781.07,DOWN,0.0607,-0.057242055
P002,Mechanical,5,1379846.86,-52437.73,DOWN,0.0395,-0.038002572
P002,Mechanical,6,1327409.13,-18936.69,DOWN,0.0145,-0.014265903
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,4657106.89,-1180271.19,DOWN,0.3395,-0.253434421
P002,Materials,3,3476835.7,-518343.77,DOWN,0.1752,-0.149084919
P002,Materials,4,2958491.93,-194323.84,DOWN,0.0703,-0.065683411
P002,Materials,5,2764168.09,-139414.07,DOWN,0.0531,-0.050436177
P002,Materials,6,2624754.02,-87522.8,DOWN,0.0345,-0.033345144
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,889159.33,-188263.78,DOWN,0.2686,-0.211732334
P002,Electronics,3,700895.55,-72526.62,DOWN,0.1154,-0.103477073
P002,Electronics,4,628368.93,-33293.79,DOWN,0.0559,-0.052984462
P002,Electronics,5,595075.14,-17783.63,DOWN,0.0308,-0.02988468
P002,Electronics,6,577291.51,-1892.41,DOWN,0.0033,-0.003278084
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,5767932.15,-1613611.85,DOWN,0.3884,-0.279755692
P002,Logistics,3,4154320.3,-709451.21,DOWN,0.2059,-0.170774317
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,2249059.14,-424873,DOWN,0.2329,-0.18891144
P002,Electronics,3,1824186.14,-172910.55,DOWN,0.1047,-0.094787778
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,6389372.58,-1757156.63,DOWN,0.3793,-0.275012391
P002,Logistics,3,4632215.95,-837738.05,DOWN,0.2208,-0.180850388
P002,Logistics,4,3794477.9,-382413.12,DOWN,0.1121,-0.100781486
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,4320037.52,-985012.83,DOWN,0.2954,-0.228010249
P002,Logistics,3,3335024.69,-573680.79,DOWN,0.2078,-0.172016954
P002,Logistics,4,2761343.9,-314922.07,DOWN,0.1287,-0.114046668
P002,Software,1,,,,,#DIV/0!
P002,Software,2,4751293.3,-1323927.32,DOWN,0.3863,-0.278645673
P002,Software,3,3427365.98,-475428.8,DOWN,0.1611,-0.138715504
P002,Software,4,2951937.18,-218716.59,DOWN,0.08,-0.074092562
P002,Software,5,2733220.59,-89089.65,DOWN,0.0337,-0.032595119
P002,Software,1,,,,,#DIV/0!
P002,Software,2,402318.87,-111359.4,DOWN,0.3827,-0.276793877
P002,Software,3,290959.47,-49910.85,DOWN,0.2071,-0.17153884
P002,Software,4,241048.62,-21233.89,DOWN,0.0966,-0.088089656
P002,Software,5,219814.73,-9528.85,DOWN,0.0453,-0.043349461
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,4157923.27,-927782.74,DOWN,0.2872,-0.22313609
P002,Materials,3,3230140.53,-463425.66,DOWN,0.1675,-0.143469195
P002,Materials,4,2766714.87,-156529.37,DOWN,0.06,-0.056575895
P002,Materials,5,2610185.5,-88325,DOWN,0.035,-0.033838591
P002,Services,1,,,,,#DIV/0!
P002,Services,2,4920724.54,-926787.84,DOWN,0.232,-0.188343776
P002,Services,3,3993936.7,-489699.57,DOWN,0.1397,-0.122610749
P002,Services,4,3504237.13,-312921.12,DOWN,0.0981,-0.089297929
P002,Services,5,3191316.01,-20674.44,DOWN,0.0065,-0.006478343
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,5367812.75,-1230926.04,DOWN,0.2975,-0.229316129
P002,Mechanical,3,4136886.71,-550748.63,DOWN,0.1536,-0.133131185
P002,Services,1,,,,,#DIV/0!
P002,Services,2,2072279.35,-567168.04,DOWN,0.3768,-0.273692849
P002,Services,3,1505111.31,-267252.47,DOWN,0.2159,-0.177563259
P002,Services,4,1237858.84,-120787.11,DOWN,0.1081,-0.097577451
P002,Services,5,1117071.73,-55353.04,DOWN,0.0521,-0.049551912
P002,Services,6,1061718.69,-22799.39,DOWN,0.0219,-0.02147404
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,3898656.82,-859995.76,DOWN,0.283,-0.220587705
P002,Mechanical,3,3038661.06,-458083.19,DOWN,0.1775,-0.150751657
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,2061109.17,-429319.17,DOWN,0.2631,-0.208295211
P002,Materials,3,1631790,-215407.92,DOWN,0.1521,-0.132007133
P002,Materials,4,1416382.08,-90224.98,DOWN,0.068,-0.063701018
P002,Services,1,,,,,#DIV/0!
P002,Services,2,4946297.94,-1252126.63,DOWN,0.3389,-0.253144199
P002,Services,3,3694171.31,-521326.02,DOWN,0.1643,-0.141121236
P002,Services,4,3172845.29,-278576.77,DOWN,0.0963,-0.087800301
P002,Services,1,,,,,#DIV/0!
P002,Services,2,401502.81,-90403.26,DOWN,0.2906,-0.22516221
P002,Services,3,311099.55,-43779.75,DOWN,0.1638,-0.140725854
P002,Services,4,267319.8,-20917.2,DOWN,0.0849,-0.078247851
P002,Services,5,246402.6,-13511.61,DOWN,0.058,-0.054835501
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,4457003.54,-1016841.75,DOWN,0.2956,-0.228144703
P002,Electronics,3,3440161.79,-525229.94,DOWN,0.1802,-0.152675941
P002,Services,1,,,,,#DIV/0!
P002,Services,2,2400555.9,-720386.89,DOWN,0.4288,-0.300091695
P002,Services,3,1680169.01,-304150.92,DOWN,0.221,-0.181024003
P002,Services,4,1376018.09,-131509.26,DOWN,0.1057,-0.095572334
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,862510.88,-128403.14,DOWN,0.1749,-0.148871328
P002,Mechanical,3,734107.74,-62917.18,DOWN,0.0937,-0.085705649
P002,Services,1,,,,,#DIV/0!
P002,Services,2,1625108.61,-468732.41,DOWN,0.4053,-0.288431436
P002,Services,3,1156376.2,-220221.24,DOWN,0.2352,-0.190440827
P002,Services,4,936154.96,-79433.36,DOWN,0.0927,-0.084850653
P002,Services,5,856721.6,-58444.71,DOWN,0.0732,-0.068219022
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,3115473.18,-769535.26,DOWN,0.328,-0.247004296
P002,Materials,3,2345937.92,-364359.07,DOWN,0.1839,-0.155314881
P002,Materials,4,1981578.85,-172108.9,DOWN,0.0951,-0.086854429
P002,Materials,5,1809469.95,-82810.79,DOWN,0.048,-0.04576522
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,2301234.29,-554138.48,DOWN,0.3172,-0.240800549
P002,Logistics,3,1747095.81,-266790.37,DOWN,0.1802,-0.15270506
P002,Logistics,4,1480305.44,-159808.1,DOWN,0.121,-0.107956166
P002,Logistics,5,1320497.34,-28765.42,DOWN,0.0223,-0.021783777
P002,Software,1,,,,,#DIV/0!
P002,Software,2,1167707.01,-264745.43,DOWN,0.2932,-0.226722481
P002,Software,3,902961.58,-121599.42,DOWN,0.1556,-0.134667324
P002,Software,4,781362.16,-66401.34,DOWN,0.0929,-0.084981515
P002,Software,5,714960.82,-20249.09,DOWN,0.0291,-0.028321958
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,2885619.24,-526257.49,DOWN,0.2231,-0.182372464
P002,Mechanical,3,2359361.75,-251985.37,DOWN,0.1196,-0.106802346
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,4168167.7,-876003.69,DOWN,0.2661,-0.210165174
P002,Materials,3,3292164.01,-441784.45,DOWN,0.155,-0.134192722
P002,Materials,4,2850379.56,-175322.82,DOWN,0.0655,-0.061508587
P002,Materials,5,2675056.74,-140088.48,DOWN,0.0553,-0.052368414
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,1534677.24,-259338.24,DOWN,0.2033,-0.168985526
P002,Mechanical,3,1275339,-104716.01,DOWN,0.0895,-0.082108373
P002,Mechanical,4,1170622.99,-63553.34,DOWN,0.0574,-0.054290186
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,1151818.26,-269945.62,DOWN,0.3061,-0.234364769
P002,Electronics,3,881872.64,-117337.4,DOWN,0.1535,-0.133054814
P002,Electronics,4,764535.24,-47357.83,DOWN,0.066,-0.061943293
P002,Electronics,5,717177.41,-27460.75,DOWN,0.0398,-0.038290038
P002,Electronics,6,689716.66,-8313.65,DOWN,0.0122,-0.012053718
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,737033.29,-156435.03,DOWN,0.2694,-0.212249612
P002,Electronics,3,580598.26,-82634.25,DOWN,0.1659,-0.142326038
P002,Electronics,4,497964.01,-54629.42,DOWN,0.1232,-0.109705559
P002,Software,1,,,,,#DIV/0!
P002,Software,2,3554271.65,-636744.16,DOWN,0.2182,-0.179148985
P002,Software,3,2917527.49,-369845.56,DOWN,0.1452,-0.126766778
P002,Software,1,,,,,#DIV/0!
P002,Software,2,4199832.28,-778157.86,DOWN,0.2274,-0.18528308
P002,Software,3,3421674.42,-308346.25,DOWN,0.099,-0.090115602
P002,Software,4,3113328.17,-199268.65,DOWN,0.0684,-0.064005026
P002,Services,1,,,,,#DIV/0!
P002,Services,2,3704595.61,-772491.76,DOWN,0.2635,-0.20852256
P002,Services,3,2932103.85,-509573.17,DOWN,0.2103,-0.173790969
P002,Services,4,2422530.68,-263860.21,DOWN,0.1222,-0.108919244
P002,Services,5,2158670.47,-169459.95,DOWN,0.0852,-0.078502
P002,Services,6,1989210.52,-89476.93,DOWN,0.0471,-0.044981126
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,4248149.04,-663290.79,DOWN,0.185,-0.156136422
P002,Materials,3,3584858.25,-512646.84,DOWN,0.1669,-0.143003378
P002,Services,1,,,,,#DIV/0!
P002,Services,2,3178907.82,-585980.23,DOWN,0.226,-0.184333823
P002,Services,3,2592927.59,-315344.08,DOWN,0.1385,-0.121617002
P002,Services,4,2277583.51,-219006.11,DOWN,0.1064,-0.096157225
P002,Services,5,2058577.4,-126006.75,DOWN,0.0652,-0.061210596
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,3110675.47,-484440.08,DOWN,0.1845,-0.15573469
P002,Mechanical,3,2626235.39,-293252.14,DOWN,0.1257,-0.11166255
P002,Mechanical,4,2332983.25,-130897.42,DOWN,0.0594,-0.056107312
P002,Mechanical,5,2202085.83,-118317.76,DOWN,0.0568,-0.053729858
P002,Mechanical,6,2083768.07,-31154.26,DOWN,0.0152,-0.014950925
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,922469.15,-171455.92,DOWN,0.2283,-0.185866292
P002,Mechanical,3,751013.23,-108100.13,DOWN,0.1681,-0.143939049
P002,Software,1,,,,,#DIV/0!
P002,Software,2,2864023.55,-543597.41,DOWN,0.2343,-0.189802004
P002,Software,3,2320426.14,-435309.61,DOWN,0.2309,-0.187598994
P002,Software,4,1885116.53,-215889.18,DOWN,0.1293,-0.114522989
P002,Software,5,1669227.35,-102386.17,DOWN,0.0653,-0.061337463
P002,Services,1,,,,,#DIV/0!
P002,Services,2,1011953.15,-224839.53,DOWN,0.2857,-0.222183734
P002,Services,3,787113.62,-119534.6,DOWN,0.1791,-0.151864479
P002,Services,4,667579.02,-68004.79,DOWN,0.1134,-0.101867776
P002,Services,5,599574.23,-24687.77,DOWN,0.0429,-0.041175502
P002,Software,1,,,,,#DIV/0!
P002,Software,2,1469100.48,-293578.47,DOWN,0.2497,-0.199835528
P002,Software,3,1175522.01,-197865.58,DOWN,0.2024,-0.168321459
P002,Software,4,977656.43,-106044.63,DOWN,0.1217,-0.108468197
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,4213219.19,-865301.53,DOWN,0.2585,-0.205377762
P002,Materials,3,3347917.66,-495452.9,DOWN,0.1737,-0.147988377
P002,Materials,4,2852464.76,-343536.14,DOWN,0.1369,-0.120434841
P002,Software,1,,,,,#DIV/0!
P002,Software,2,3925492.98,-1061442.85,DOWN,0.3706,-0.270397337
P002,Software,3,2864050.13,-509931.92,DOWN,0.2166,-0.178045738
P002,Software,4,2354118.21,-253670.25,DOWN,0.1208,-0.107755952
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,2126698.69,-399469.23,DOWN,0.2313,-0.187835368
P002,Materials,3,1727229.46,-181106.13,DOWN,0.1171,-0.104853544
P002,Materials,4,1546123.33,-82052.73,DOWN,0.056,-0.053069977
P002,Materials,5,1464070.6,-40440.89,DOWN,0.0284,-0.027622227
P002,Materials,6,1423629.71,-21761.5,DOWN,0.0155,-0.015285927
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,306757.46,-76556.64,DOWN,0.3326,-0.249567329
P002,Logistics,3,230200.82,-37477.22,DOWN,0.1945,-0.162802287
P002,Logistics,4,192723.6,-13659.01,DOWN,0.0763,-0.070873572
P002,Logistics,5,179064.59,1596.43,UP,0.0088,0.008915386
P002,Logistics,6,180661.02,-10345.69,DOWN,0.0607,-0.057265757
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,4526908.11,-1076705.56,DOWN,0.3121,-0.237845685
P002,Logistics,3,3450202.55,-618854.4,DOWN,0.2186,-0.179367556
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,1353668.05,-353150.9,DOWN,0.353,-0.260884417
P002,Electronics,3,1000517.15,-175503.07,DOWN,0.2127,-0.175412356
P002,Electronics,4,825014.08,-50977.34,DOWN,0.0659,-0.061789661
P002,Electronics,5,774036.74,-36021.5,DOWN,0.0488,-0.046537197
P002,Electronics,6,738015.24,-1756.69,DOWN,0.0024,-0.00238029
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,2420223.05,-556184.28,DOWN,0.2984,-0.229807034
P002,Materials,3,1864038.77,-224296.49,DOWN,0.1368,-0.120328232
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,3921310.61,-936466.69,DOWN,0.3137,-0.238814719
P002,Materials,3,2984843.92,-468683.26,DOWN,0.1863,-0.157021028
P002,Materials,4,2516160.66,-160838.9,DOWN,0.0683,-0.063922349
P002,Materials,5,2355321.76,-109117.38,DOWN,0.0486,-0.046328014
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,1317035.1,-364209.37,DOWN,0.3822,-0.27653733
P002,Logistics,3,952825.73,-188918.52,DOWN,0.2473,-0.19827185
P002,Logistics,4,763907.21,-73666.28,DOWN,0.1067,-0.096433545
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,571415.46,-114466.79,DOWN,0.2505,-0.200321479
P002,Mechanical,3,456948.67,-50907.18,DOWN,0.1254,-0.11140678
P002,Mechanical,4,406041.49,-25807.24,DOWN,0.0679,-0.063558135
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,1181845.79,-315500.89,DOWN,0.3642,-0.266956055
P002,Logistics,3,866344.9,-152979.27,DOWN,0.2144,-0.176580101
P002,Logistics,4,713365.63,-58685.66,DOWN,0.0896,-0.082265892
P002,Logistics,5,654679.97,-32791.66,DOWN,0.0527,-0.050088076
P002,Logistics,6,621888.31,-3087.16,DOWN,0.005,-0.004964171
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,2830628.97,-699299.49,DOWN,0.3281,-0.247047387
P002,Logistics,3,2131329.48,-365206.79,DOWN,0.2068,-0.171351634
P002,Logistics,4,1766122.69,-149792.7,DOWN,0.0927,-0.084814436
P002,Logistics,5,1616329.99,-90292.52,DOWN,0.0592,-0.055862677
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,5006969.54,-1148418.45,DOWN,0.2976,-0.229363978
P002,Electronics,3,3858551.09,-405565.95,DOWN,0.1175,-0.105108353
P002,Electronics,4,3452985.14,-242982.48,DOWN,0.0757,-0.070368817
P002,Services,1,,,,,#DIV/0!
P002,Services,2,3633512.31,-816153.44,DOWN,0.2897,-0.224618323
P002,Services,3,2817358.87,-397615.67,DOWN,0.1643,-0.141130643
P002,Services,4,2419743.2,-140938.03,DOWN,0.0618,-0.058245036
P002,Services,5,2278805.17,-59236.98,DOWN,0.0267,-0.025994754
P002,Services,6,2219568.19,-37695.13,DOWN,0.0173,-0.016983092
P002,Services,1,,,,,#DIV/0!
P002,Services,2,2721112.87,-696264.64,DOWN,0.3439,-0.255874958
P002,Services,3,2024848.23,-342294.4,DOWN,0.2034,-0.169046941
P002,Services,4,1682553.83,-135241.62,DOWN,0.0874,-0.080378778
P002,Services,5,1547312.21,-91568.29,DOWN,0.0629,-0.059178936
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,2755822.77,-538369.99,DOWN,0.2428,-0.195357262
P002,Mechanical,3,2217452.78,-298918.6,DOWN,0.1558,-0.13480269
P002,Software,1,,,,,#DIV/0!
P002,Software,2,1552610.87,-386719.43,DOWN,0.3317,-0.249076853
P002,Software,3,1165891.44,-205000.68,DOWN,0.2133,-0.175831705
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,1250889.52,-358336.02,DOWN,0.4015,-0.286464963
P002,Materials,3,892553.5,-143151.7,DOWN,0.191,-0.160384448
P002,Materials,4,749401.8,-75060.82,DOWN,0.1113,-0.100160982
P002,Materials,5,674340.98,-23721.05,DOWN,0.0365,-0.03517664
P002,Materials,6,650619.93,-431.65,DOWN,0.0007,-0.000663444
P002,Software,1,,,,,#DIV/0!
P002,Software,2,4676095.08,-1227471.02,DOWN,0.3559,-0.262499158
P002,Software,3,3448624.06,-415335.84,DOWN,0.1369,-0.120435232
P002,Software,4,3033288.22,-241499.91,DOWN,0.0865,-0.079616539
P002,Services,1,,,,,#DIV/0!
P002,Services,2,4918809.47,-1314186.39,DOWN,0.3646,-0.267175705
P002,Services,3,3604623.08,-600398.05,DOWN,0.1999,-0.166563337
P002,Services,4,3004225.03,-315499.32,DOWN,0.1173,-0.105018538
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,843065.27,-183066.12,DOWN,0.2774,-0.217143472
P002,Logistics,3,659999.15,-86976.25,DOWN,0.1518,-0.131782367
P002,Logistics,4,573022.9,-32210.14,DOWN,0.0596,-0.056210912
P002,Logistics,5,540812.76,-22163.91,DOWN,0.0427,-0.040982594
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,1760790.3,-338461.02,DOWN,0.238,-0.192221084
P002,Mechanical,3,1422329.28,-140840.03,DOWN,0.1099,-0.099020692
P002,Mechanical,4,1281489.25,-72955.48,DOWN,0.0604,-0.056930232
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,2174046.71,-464576.65,DOWN,0.2718,-0.21369212
P002,Electronics,3,1709470.06,-229676.95,DOWN,0.1552,-0.134355644
P002,Electronics,4,1479793.11,-69940.72,DOWN,0.0496,-0.04726385
P002,Electronics,5,1409852.39,-64589.32,DOWN,0.048,-0.045812824
P002,Software,1,,,,,#DIV/0!
P002,Software,2,4565461.4,-1178018.46,DOWN,0.3478,-0.258028347
P002,Software,3,3387442.94,-644520.44,DOWN,0.235,-0.190267541
P002,Software,4,2742922.5,-329618.51,DOWN,0.1366,-0.120170552
P002,Electronics,1,,,,,#DIV/0!
P002,Electronics,2,2433649.66,-676553.71,DOWN,0.385,-0.277999632
P002,Electronics,3,1757095.95,-283410.67,DOWN,0.1923,-0.161294931
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,2394188.43,-298058.51,DOWN,0.1422,-0.124492503
P002,Mechanical,3,2096129.92,-232888.21,DOWN,0.125,-0.1111039
P002,Services,1,,,,,#DIV/0!
P002,Services,2,2493568.46,-331094.16,DOWN,0.1531,-0.132779254
P002,Services,3,2162474.3,-287583.95,DOWN,0.1534,-0.132988378
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,3471984.84,-479294.58,DOWN,0.1602,-0.138046277
P002,Mechanical,3,2992690.26,-344666.08,DOWN,0.1302,-0.115169313
P002,Mechanical,4,2648024.18,-257846.82,DOWN,0.1079,-0.097373288
P002,Services,1,,,,,#DIV/0!
P002,Services,2,5907773.2,-836949.05,DOWN,0.1651,-0.141669123
P002,Services,3,5070824.15,-688044.49,DOWN,0.157,-0.135686916
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,2206378.53,-268855.2,DOWN,0.1388,-0.121853615
P002,Materials,3,1937523.33,-262313.8,DOWN,0.1566,-0.135386138
P002,Materials,4,1675209.53,-143908.36,DOWN,0.094,-0.085904693
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,5218336.86,-813101.26,DOWN,0.1846,-0.155816169
P002,Logistics,3,4405235.6,-511893.22,DOWN,0.1315,-0.116201099
P002,Logistics,4,3893342.38,-453886.4,DOWN,0.132,-0.11658014
P002,Logistics,5,3439455.98,-277908.18,DOWN,0.0879,-0.08080004
P002,Logistics,6,3161547.8,-267149.23,DOWN,0.0923,-0.084499507
P002,Services,1,,,,,#DIV/0!
P002,Services,2,2104997.93,-327419.95,DOWN,0.1842,-0.155544072
P002,Services,3,1777577.98,-234498.68,DOWN,0.152,-0.131920334
P002,Services,4,1543079.3,-225892.89,DOWN,0.1715,-0.146390979
P002,Services,1,,,,,#DIV/0!
P002,Services,2,2788166.95,-341882.73,DOWN,0.1398,-0.122619175
P002,Services,3,2446284.22,-309744.05,DOWN,0.145,-0.126618178
P002,Services,4,2136540.17,-189085.02,DOWN,0.0971,-0.088500569
P002,Services,5,1947455.15,-182812.37,DOWN,0.1036,-0.093872442
P002,Services,1,,,,,#DIV/0!
P002,Services,2,2293503.4,-357590.55,DOWN,0.1847,-0.15591455
P002,Services,3,1935912.85,-234134.12,DOWN,0.1376,-0.12094249
P002,Services,4,1701778.73,-154911.71,DOWN,0.1001,-0.09102929
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,4453764.82,-570777.1,DOWN,0.147,-0.128156093
P002,Materials,3,3882987.72,-420443.11,DOWN,0.1214,-0.108278249
P002,Materials,4,3462544.61,-313584.62,DOWN,0.0996,-0.090564788
P002,Materials,5,3148959.99,-204625.51,DOWN,0.0695,-0.064981934
P002,Materials,6,2944334.48,-150521.47,DOWN,0.0539,-0.051122408
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,3166588.77,-484552.9,DOWN,0.1807,-0.153020469
P002,Materials,3,2682035.87,-316675.46,DOWN,0.1339,-0.118072791
P002,Materials,4,2365360.41,-259199.67,DOWN,0.1231,-0.10958147
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,3339884.96,-463770.76,DOWN,0.1612,-0.138858304
P002,Mechanical,3,2876114.2,-375845.62,DOWN,0.1503,-0.130678267
P002,Mechanical,4,2500268.58,-270531.44,DOWN,0.1213,-0.108200952
P002,Mechanical,5,2229737.14,-200828.7,DOWN,0.099,-0.09006833
P002,Software,1,,,,,#DIV/0!
P002,Software,2,1512176.37,-423709.44,DOWN,0.3893,-0.280198427
P002,Software,3,1088466.93,-156682.33,DOWN,0.1682,-0.143947717
P002,Software,4,931784.6,-77058.57,DOWN,0.0902,-0.082699982
P002,Software,5,854726.03,-53031.09,DOWN,0.0661,-0.062044548
P002,Mechanical,1,,,,,#DIV/0!
P002,Mechanical,2,4804167.6,-1086218.24,DOWN,0.2922,-0.226099156
P002,Mechanical,3,3717949.36,-497257.63,DOWN,0.1544,-0.133745133
P002,Mechanical,4,3220691.73,-268393.28,DOWN,0.0909,-0.083334048
P002,Mechanical,5,2952298.45,-105726.85,DOWN,0.0371,-0.035811708
P002,Mechanical,6,2846571.6,-42235.15,DOWN,0.0151,-0.014837199
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,4590736.88,-1312117.52,DOWN,0.4002,-0.285818498
P002,Materials,3,3278619.36,-657229.45,DOWN,0.2507,-0.200459211
P002,Materials,4,2621389.91,-168692.12,DOWN,0.0688,-0.064352167
P002,Services,1,,,,,#DIV/0!
P002,Services,2,4418428.48,-1160395.43,DOWN,0.3562,-0.262626279
P002,Services,3,3258033.05,-479112.61,DOWN,0.1724,-0.147055786
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,2420162.13,-747232.92,DOWN,0.4467,-0.308753249
P002,Logistics,3,1672929.21,-328271.28,DOWN,0.2441,-0.196225446
P002,Logistics,4,1344657.93,-134684.16,DOWN,0.1113,-0.100162396
P002,Logistics,5,1209973.77,-33727.62,DOWN,0.0287,-0.02787467
P002,Software,1,,,,,#DIV/0!
P002,Software,2,4604033.59,-1167107.43,DOWN,0.3396,-0.253496724
P002,Software,3,3436926.16,-553451.97,DOWN,0.1919,-0.161031091
P002,Software,4,2883474.19,-187363.18,DOWN,0.0695,-0.064978275
P002,Software,5,2696111.01,-141993.37,DOWN,0.0556,-0.052665995
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,6388251.98,-2128963.41,DOWN,0.4998,-0.333262278
P002,Logistics,3,4259288.57,-892261.91,DOWN,0.265,-0.209486137
P002,Logistics,4,3367026.66,-395623.08,DOWN,0.1331,-0.117499242
P002,Logistics,5,2971403.58,-76421.06,DOWN,0.0264,-0.025718842
P002,Logistics,6,2894982.52,-46512.52,DOWN,0.0163,-0.016066598
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,4154397.23,-1063428.1,DOWN,0.344,-0.255976509
P002,Logistics,3,3090969.13,-439461.81,DOWN,0.1657,-0.142176059
P002,Logistics,4,2651507.32,-211457.38,DOWN,0.0867,-0.079749876
P002,Logistics,5,2440049.94,-28707.31,DOWN,0.0119,-0.01176505
P002,Logistics,6,2411342.63,-76171.02,DOWN,0.0326,-0.031588634
P002,Services,1,,,,,#DIV/0!
P002,Services,2,1749741.94,-466209.35,DOWN,0.3632,-0.266444634
P002,Services,3,1283532.59,-208742.55,DOWN,0.1942,-0.162631282
P002,Services,4,1074790.04,-88790.36,DOWN,0.0901,-0.082611819
P002,Services,5,985999.68,-52260.44,DOWN,0.056,-0.053002492
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,2233527.07,-503700.68,DOWN,0.2912,-0.225518055
P002,Materials,3,1729826.39,-203947.92,DOWN,0.1337,-0.117900803
P002,Materials,4,1525878.47,-122934.72,DOWN,0.0876,-0.080566521
P002,Materials,1,,,,,#DIV/0!
P002,Materials,2,1332138.44,-268596.63,DOWN,0.2525,-0.201628166
P002,Materials,3,1063541.81,-126506.44,DOWN,0.135,-0.118948253
P002,Materials,4,937035.37,-67230.88,DOWN,0.0773,-0.071748498
P002,Services,1,,,,,#DIV/0!
P002,Services,2,4251097.08,-924217.9,DOWN,0.2778,-0.217406915
P002,Services,3,3326879.18,-421153.04,DOWN,0.1449,-0.126591023
P002,Logistics,1,,,,,#DIV/0!
P002,Logistics,2,1542261,-372464.24,DOWN,0.3184,-0.241505322
P002,Logistics,3,1169796.76,-198876.15,DOWN,0.2048,-0.170009148
P002,Logistics,4,970920.61,-117326.28,DOWN,0.1374,-0.12084024
